gene,pLI,mis_z
DEFB129,0.008710345,0.091902353
SRXN1,0.008657879,1.037774389
TCF15,0.551527505,2.91700112
FAM110A,0.747790603,2.590819469
SLC52A3,0.001625094,0.953397912
CSNK2A1,0.999646698,3.892916882
TBC1D20,0.912642498,0.85896348
C20orf96,7.45E-13,-1.073600352
NRSN2,0.001973312,0.262359187
DEFB127,7.42E-06,-0.688811647
RP5-850E9.3,0.031957746,0.499202489
FKBP1A,0.678638213,2.151206945
RSPO4,0.000413043,-0.814149788
SIRPG,5.21E-08,-1.679355345
STK35,0.918199526,3.953806659
SIRPA,0.13772081,2.620041353
SIRPD,7.78E-05,-0.865955427
TGM3,9.87E-06,-0.951232908
SNPH,0.796091126,2.100604303
PDYN,0.000256778,-1.287627895
SIRPB2,0.014588095,-0.969810724
NSFL1C,0.159362129,1.439427172
TGM6,2.76E-18,-0.928988286
TMEM74B,0.001473822,-0.684408988
PSMF1,0.000147582,-0.657446719
SDCBP2,0.410340822,-0.026714001
SIRPB1,2.22E-09,-0.257992013
ANGPT4,2.06E-09,0.232908181
MRPS26,0.187857588,1.753050116
SNRPB,0.691451245,1.906797329
IDH3B,3.06E-05,1.322519964
VPS16,2.29E-05,0.446869622
LZTS3,0.875742311,3.151769818
FASTKD5,3.43E-06,-0.967292482
C20orf141,0.000122911,-0.799314683
CPXM1,2.34E-11,1.235861595
DDRGK1,0.000149759,0.304567311
ZNF343,1.21E-14,-0.916216127
AVP,0.183145102,1.076146605
TMC2,7.89E-16,-0.398819545
PCED1A,0.016026707,1.512334889
GNRH2,0.000228749,-0.644995796
UBOX5,0.001786825,0.712989361
PTPRA,0.999976744,2.352176527
NOP56,0.97325682,0.563775113
EBF4,0.078056999,1.080791003
OXT,0.62795746,0.854475082
C20orf27,0.027098916,0.347489111
SPEF1,0.000189255,1.312708909
ADAM33,1.31E-11,0.730688256
SMOX,0.837563766,2.328226522
MAVS,1.77E-07,-0.250985368
PANK2,0.010791833,1.855058046
RNF24,0.898356865,0.421409154
SIGLEC1,1.62E-28,-0.906476399
GFRA4,0.00834572,0.495695045
CDC25B,0.590733232,1.915576098
SLC4A11,1.37E-08,1.282266102
ITPA,8.97E-05,0.581750774
PRNP,0.029139027,1.369586522
ATRN,0.999999976,1.976746757
AP5S1,0.000277046,-0.78229606
C20orf194,0.006004692,0.093130417
HSPA12B,0.010508204,3.417809542
CENPB,0.973451328,4.536471344
LRRN4,1.45E-08,2.049096063
HAO1,0.000672389,-0.453971746
TMEM230,0.013819609,0.863500445
MCM8,1.93E-10,-0.288023891
PLCB1,0.979044816,4.161106743
FERMT1,7.57E-07,0.697842731
TMX4,0.010662181,0.054681668
C20orf196,0.333004444,-0.026629591
PRND,0.067796655,-0.410568757
CRLS1,0.03350806,-0.239953942
BMP2,0.938086416,1.466685018
SLC23A2,0.511221637,3.721033127
PROKR2,0.000669053,0.233775512
RASSF2,0.000156232,1.279784485
PCNA,0.937503505,2.841951831
TRMT6,0.000492532,0.885251077
GPCPD1,0.125571599,1.764266901
CDS2,6.78E-05,2.513871065
CHGB,3.82E-07,-0.778375446
PRNT,0.105498859,-1.178445163
MKKS,4.24E-09,-0.499017707
BTBD3,0.061421577,2.667810964
SEL1L2,2.69E-11,-0.803893816
KIF16B,4.35E-13,0.685900144
ESF1,0.084445279,-0.979378883
SNAP25,0.95980653,3.159900293
FLRT3,0.988394618,1.520618163
NDUFAF5,1.00E-05,-0.392102696
LAMP5,3.84E-08,-0.811440519
ANKEF1,2.75E-09,0.123117006
MACROD2,0.011356747,0.203943996
SLX4IP,2.34E-05,-0.580822274
SPTLC3,0.00275524,0.325296982
TASP1,0.956178727,1.688630887
PAK7,0.998363567,0.946819831
PLCB4,0.272263498,2.775186613
JAG1,0.999999616,4.051521166
ISM1,0.05422219,0.976168833
SNRPB2,0.320265019,1.83797066
RRBP1,0.000136332,-0.745926139
SNX5,0.44984557,-0.71110884
OVOL2,0.436097284,1.701491487
POLR3F,0.003866175,1.833817608
BANF2,0.048123609,0.154382502
RBBP9,0.103910134,-0.073507182
SCP2D1,0.031553448,-0.407764715
ZNF133,0.949610073,1.501940509
OTOR,0.014821336,-0.668963638
SEC23B,6.86E-14,0.014776321
BFSP1,0.000105944,-0.229897668
CSRP2BP,1.35E-08,0.300698551
DTD1,0.290212859,0.913566136
MGME1,0.003614328,-0.523814061
PCSK2,0.994186022,3.81353412
DZANK1,4.60E-15,-1.52874021
SLC24A3,0.959518181,2.255975086
DSTN,0.759201435,0.806349587
C20orf26,6.87E-10,-0.689162353
RIN2,0.008295585,0.233806109
CST11,0.004833312,-1.449594651
CD93,7.82E-10,-1.009541944
PAX1,0.616084026,2.113035148
NAA20,0.013606364,1.161384199
CST8,0.085629146,-2.628027599
NXT1,0.574740218,1.959379351
CSTL1,0.000159598,-0.560721262
SSTR4,8.69E-05,1.782467196
NKX2-2,0.337334272,2.143372825
NKX2-4,0.278447692,3.044120949
RALGAPA2,8.49E-06,-1.363323809
GZF1,0.007885723,2.678782275
XRN2,0.813170186,1.816537017
CRNKL1,0.881981247,0.982751424
NAPB,0.989108778,1.468333193
SYNDIG1,0.433641203,0.532456639
GGTLC1,0.000145547,0.124513198
NANP,0.026541647,0.619504544
VSX1,0.006599733,-0.383471245
CST9L,2.08E-10,-0.95180692
CST5,0.021648392,-1.851940251
PYGB,4.76E-07,0.438824073
ZNF337,2.29E-09,-1.070825881
CST1,2.87E-08,-2.317999866
CST2,2.19E-06,-2.277538504
CST9,0.095109295,-0.785748913
GINS1,0.050036977,0.410014466
ENTPD6,4.99E-05,0.623118868
APMAP,2.36E-07,0.358822003
CST7,9.92E-07,-0.607187737
ABHD12,1.98E-06,0.204165527
CST3,0.069035214,0.789814228
NINL,3.97E-33,-0.878468562
ACSS1,0.001396696,2.813482612
CST4,7.30E-06,-2.156522417
TTLL9,4.49E-10,-0.38434636
DUSP15,0.000219668,0.259579327
ID1,0.007655575,-0.16760663
PDRG1,0.001086939,0.272260106
DEFB119,0.058626512,-0.139565555
DEFB118,0.089118876,-0.777652821
DEFB123,0.006369854,-0.099902505
HM13,0.882288325,2.244890327
DEFB121,0.031538297,-0.693704535
TPX2,0.992124193,-0.447953979
DEFB116,0.001628841,-2.192635327
REM1,1.68E-05,0.305143485
COX4I2,0.001475715,-0.181445561
DEFB124,0.187335649,0.233306798
MYLK2,0.220320912,-0.729044741
FRG1B,0.000302147,1.481279534
FOXS1,0.09963315,0.112380897
DEFB115,0.033715286,-2.134838245
BCL2L1,0.823684828,1.913923068
C20orf112,0.973021414,2.372711107
TM9SF4,0.999970772,3.399558908
PLAGL2,0.869795638,2.689639901
MAPRE1,0.968087389,0.961916065
ASXL1,1.37E-18,0.083294649
XKR7,0.923951243,3.224863068
BPIFB6,1.20E-11,-1.161290468
KIF3B,0.299149041,3.108544542
SUN5,6.53E-11,-0.028814086
BPIFB3,1.27E-05,-0.622918996
COMMD7,6.05E-06,0.056990236
BPIFB2,7.69E-08,0.056024597
BPIFB4,3.47E-17,-1.227672599
POFUT1,0.987586067,0.058181287
BPIFA2,0.002664863,-0.636492495
CCM2L,0.000537998,1.457005347
DNMT3B,0.9997746,2.086917302
BPIFA3,0.00040926,-1.414496558
E2F1,0.955530545,2.027124901
ZNF341,0.124189157,0.904821414
BPIFB1,5.77E-07,0.022058746
ASIP,0.069626696,-0.05654063
NECAB3,0.797631145,0.765338037
BPIFA1,3.60E-05,-1.302611403
EIF2S2,0.863603165,2.841828503
CBFA2T2,0.999355101,2.676629956
MAP1LC3A,0.739731535,2.09462621
CHMP4B,0.881585919,2.958006112
C20orf144,0.003093573,1.737415259
SNTA1,0.428235398,0.767976309
ITCH,0.999990177,3.170200279
AHCY,0.944069807,1.840708594
CDK5RAP1,1.08E-14,0.627158822
DYNLRB1,0.84280276,1.066152996
PXMP4,0.604956427,1.456453122
PIGU,0.813069113,0.129567588
RALY,0.55457384,1.755346774
ACTL10,0.001052601,0.920641684
GDF5,0.923194899,2.046064646
PROCR,0.010130889,1.115236701
FAM83C,3.49E-05,0.214272925
GSS,0.022518683,0.330293352
TP53INP2,0.34145439,1.549751689
ERGIC3,0.003859077,1.895560043
ACSS2,8.97E-11,0.605088948
TRPC4AP,0.999538656,1.023643784
EDEM2,0.000137533,1.200389647
MYH7B,1.33E-23,-0.222117457
GGT7,0.998200259,2.427920325
NCOA6,0.990815417,-0.566888902
GDF5OS,0.042362392,2.30675579
CEP250,8.25E-17,-0.401007325
CPNE1,3.87E-07,0.153591158
SPAG4,0.110567923,1.737274113
MMP24,0.028762329,2.30083814
EIF6,0.781942924,0.927969853
UQCC1,0.004854425,0.685785381
NFS1,0.832120909,1.559591051
ROMO1,0.726806954,1.712600339
DLGAP4,0.991952626,3.256053202
TGIF2-C20orf24,0.932314275,0.676934154
DSN1,1.72E-06,0.45801759
SAMHD1,1.50E-05,2.201963526
SOGA1,0.997564312,2.291888393
TGIF2,0.307264901,1.133935207
C20orf24,0.856745481,0.024519557
RBM12,0.474673921,0.385141102
SLA2,0.384130951,0.326374067
CNBD2,2.29E-07,-0.413618629
AAR2,0.000262136,0.306074073
EPB41L1,0.645386133,2.258734334
SCAND1,0.158311342,2.049788879
RBM39,0.999996915,4.682837991
TLDC2,0.113178686,-0.840223897
MYL9,0.066042135,1.347369556
NDRG3,0.919621044,0.577629113
PHF20,0.975739228,1.797690312
RPN2,0.031677343,-0.005362602
RPRD1B,0.595211393,2.827664425
RBL1,1.76E-05,0.676127178
PPP1R16B,0.99853694,2.91616157
RALGAPB,0.999999956,2.587730198
LBP,5.69E-14,-0.632307122
TGM2,4.86E-14,0.590315756
BLCAP,0.468529446,0.979923224
TTI1,0.000238871,-0.252766396
GHRH,0.455312664,0.53129322
MANBAL,0.16924055,-0.141591995
BPI,8.86E-09,-1.215633199
SRC,0.988983228,4.899424467
KIAA1755,2.32E-15,-2.166790213
ACTR5,1.00E-12,0.595403724
NNAT,0.11256796,1.199936649
VSTM2L,0.362003649,0.057510438
CTNNBL1,0.285800479,1.786807896
TOX2,0.674075157,0.844490892
SGK2,2.93E-07,0.421062565
L3MBTL1,2.08E-07,0.082332664
LPIN3,4.44E-11,-0.18954149
GTSF1L,0.0573625,-0.874483403
PTPRT,0.999998893,3.353586801
MYBL2,0.992108233,1.724009538
GDAP1L1,0.353968502,1.554756863
CHD6,1,3.577264163
EMILIN3,0.001398097,-0.210778651
DHX35,9.69E-11,-0.078585212
JPH2,0.014504442,3.929639463
FAM83D,2.58E-05,0.971435645
OSER1,0.008728888,-0.081806389
TOP1,0.9999994,4.712282028
IFT52,0.00016303,0.181063976
ZHX3,0.354421203,0.6623107
PLCG1,0.763352352,4.463735698
SRSF6,0.992976413,2.299735176
SEMG1,1.94E-14,-2.612924468
PKIG,0.564580331,1.001051089
YWHAB,0.938360894,2.125140572
PABPC1L,0.99334975,1.1975745
ADA,2.83E-09,-0.181264702
WISP2,0.001690793,0.28449038
PI3,0.005640314,0.000414493
FITM2,0.000110417,0.984570052
SERINC3,0.590252232,-0.722244008
WFDC5,5.60E-05,-0.042710376
KCNS1,0.362998541,2.951313112
RIMS4,0.952765435,3.659030755
R3HDML,0.002996175,-0.18981103
TOMM34,0.721089133,1.354556236
STK4,0.118311922,0.875523885
KCNK15,0.106847942,2.472047127
TTPAL,0.640756733,1.133630825
WFDC12,0.05685317,-1.001926837
HNF4A,0.919225678,1.60558149
SDC4,0.011803491,-0.231044345
EPPIN,0.000111214,-0.55779975
MATN4,9.70E-05,2.171747008
SYS1,0.474140969,0.676486405
DBNDD2,0.050608864,0.147046297
WFDC10B,0.014843387,-0.401820914
TP53TG5,3.30E-06,0.134331321
SEMG2,6.77E-15,-2.359287502
PIGT,4.66E-12,-0.374517367
WFDC11,0.003350138,-1.031267414
WFDC6,0.054913983,-0.494172892
RBPJL,1.89E-11,1.463743292
WFDC8,4.97E-06,-0.217141871
WFDC9,0.010811346,0.074149688
WFDC10A,0.274663286,-0.757825971
SLPI,0.00034794,-0.69860442
WFDC2,0.634143545,-0.888030833
EPPIN-WFDC6,0.000111214,-0.55779975
NCOA5,0.996800144,1.40118822
ZSWIM1,8.44E-05,0.147776449
SLC12A5,0.999987272,5.534524351
PCIF1,0.999961616,2.911639346
DNTTIP1,0.431436688,2.426183979
ACOT8,3.57E-05,-0.332537148
ZSWIM3,0.001413288,0.897437914
WFDC13,0.252946357,-0.575525208
WFDC3,0.019237532,-0.454896098
SNX21,0.020814016,0.569925866
ZNF335,0.006503002,-0.122434473
NEURL2,0.002620214,2.608837693
MMP9,2.79E-08,1.964679853
SPATA25,0.000413851,-0.425928668
CTSA,4.23E-05,1.453002577
SPINT4,0.093389522,0.21454981
CD40,0.658237504,1.295527511
TNNC2,0.547150267,2.141764919
PLTP,0.000142042,0.130200637
UBE2C,0.218752616,0.364641815
SLC2A10,0.008201737,-1.014519252
ZNFX1,0.999981099,2.654514249
ELMO2,0.000350882,3.552448018
EYA2,0.335504422,1.656841193
DDX27,0.250170092,1.679201483
TP53RK,0.349270746,0.69167942
CSE1L,0.999981566,2.017331028
ZNF334,4.09E-08,-1.769168912
KCNB1,0.98258787,5.147009757
ZMYND8,0.999997106,3.89881272
AL031666.2,0.15946756,0.491823191
STAU1,0.996415825,1.724219067
ARFGEF2,0.999999938,2.904204457
SLC13A3,0.053286803,1.00939477
SLC35C2,0.04714901,0.913992629
NCOA3,0.999916718,-0.652986285
SULF2,0.878046241,1.929712878
PREX1,0.999999622,4.109517929
PARD6B,0.807577375,0.839093743
MOCS3,1.14E-05,2.318093268
B4GALT5,0.991657871,2.521704017
RNF114,0.0170046,1.409947487
TMEM189-UBE2V1,0.005185006,2.302510559
PTGIS,2.42E-05,-0.602046766
UBE2V1,0.001954526,1.353727554
CEBPB,0.184473672,4.324274023
ATP9A,0.999980637,4.952452669
ADNP,0.9989041,1.021992785
DPM1,0.536747472,0.477271067
BCAS4,0.046639324,0.250590814
SLC9A8,2.82E-05,1.513113706
FAM65C,1.45E-12,-0.84317453
KCNG1,0.274579646,5.80861197
TMEM189,0.005185006,2.302510559
PTPN1,0.697644969,2.676713525
NFATC2,0.999251031,2.088263289
SNAI1,0.367002591,1.745419825
SPATA2,0.848756563,0.385463449
AURKA,0.435603931,1.448788459
CASS4,0.296175209,0.227099227
FAM210B,0.072330494,0.822660801
SALL4,0.999442034,1.66475032
ZNF217,0.995447744,0.642451484
DOK5,0.043981192,1.182360158
CYP24A1,3.24E-10,-1.055439955
PFDN4,0.100179293,1.084529658
TFAP2C,0.939950974,3.476165938
RTFDC1,0.003932276,0.461219995
FAM209B,0.02972064,1.025408437
CSTF1,0.93789587,3.918410703
CBLN4,0.348291543,2.712291326
FAM209A,0.031677045,0.214820937
ZFP64,0.005189853,2.977749023
TSHZ2,0.406843773,-0.651575674
MC3R,0.00136038,-0.03914258
BCAS1,0.013656996,-0.7789288
VAPB,0.73972383,1.130823282
C20orf85,1.38E-05,0.073065682
BMP7,0.981286768,2.707047722
NELFCD,0.20597781,2.787059885
ZBP1,1.30E-10,-1.182742722
RAB22A,0.685129848,1.683495092
NPEPL1,1.80E-07,0.340156643
CTCFL,0.783031842,0.797798009
SPO11,0.0003563,-0.872996061
GNAS,0.999540082,4.336402188
PMEPA1,0.416594874,1.755376076
RBM38,0.859282996,1.372867975
PCK1,3.93E-08,-0.697005902
STX16,0.235503145,0.99496335
RAE1,0.9911693,2.75561594
CTSZ,1.32E-09,0.601956952
APCDD1L,0.017559216,1.085614763
TAF4,0.999487086,3.709293197
TUBB1,7.17E-06,0.208448614
HRH3,0.366881478,2.926570175
CDH26,5.56E-23,-0.289647876
FAM217B,0.001081324,-0.538274679
SYCP2,0.999993567,-2.566497118
ATP5E,0.006056833,-0.279463522
MTG2,0.000608857,0.361868653
EDN3,0.072394908,-0.167806773
SS18L1,0.812233116,1.294874183
SLMO2,0.241368679,0.327779981
OSBPL2,0.504911841,2.334855131
ZNF831,7.65E-09,0.591284376
CDH4,0.966988414,2.38981119
PSMA7,0.965751461,2.682740654
PPP1R3D,0.067765274,3.096874838
PHACTR3,0.971713289,0.810939591
C20orf197,0.055232146,-0.413689217
LSM14B,0.96722748,2.415141452
COL9A3,3.25E-05,-1.08887875
SLCO4A1,5.34E-07,0.511150343
TCFL5,0.958069155,3.028311858
GATA5,0.250742909,0.808349203
C20orf166,0.000109615,-0.496551464
BIRC7,0.003802906,-0.431776154
MRGBP,0.905748428,2.609733024
LAMA5,0.943037981,-1.74985311
GID8,0.961707186,2.849152426
SLC17A9,5.27E-08,1.536304362
YTHDF1,0.983709939,1.710608546
CABLES2,0.000167847,1.559238961
NTSR1,9.73E-08,1.076976062
BHLHE23,0.060122917,3.057911845
RBBP8NL,0.007488465,-1.149241266
DIDO1,0.999990769,3.096630326
ADRM1,0.981917517,1.782555107
RPS21,0.465534819,1.796865683
OGFR,0.01341817,0.899980424
STMN3,0.489817097,1.987685762
LIME1,0.000332935,0.985910802
CHRNA4,0.020867888,1.898422229
KCNQ2,0.999356099,5.269592253
SRMS,5.13E-12,-0.094434618
HELZ2,1.26E-09,0.247585241
PPDPF,0.000225837,0.23497047
ZBTB46,0.814437308,2.965610254
EEF1A2,0.964131454,6.135550827
COL20A1,1.27E-24,-2.429337364
RTEL1,0.777758475,-1.707414741
C20orf195,0.000298557,0.334442836
GMEB2,0.990659131,2.593953022
ARFGAP1,0.016682107,-0.299358618
SLC2A4RG,0.007944387,-0.805468962
NKAIN4,0.023717185,-1.578085607
ARFRP1,0.13571756,1.127715287
TNFRSF6B,4.83E-05,-2.172100593
ZGPAT,2.80E-05,0.73232547
PTK6,1.18E-07,-0.594146538
ABHD16B,0.033092969,2.013307336
TCEA2,0.007817971,2.193073362
RGS19,0.879309173,1.474356275
SAMD10,0.006051139,1.174059844
TPD52L2,0.595604698,-0.102084861
OPRL1,0.602075924,2.103993806
DNAJC5,0.858492459,2.1653472
MYT1,0.999871802,3.078790278
C20orf201,0.0451218,1.909999686
ZNF512B,0.999557046,1.711914306
UCKL1,1.43E-08,2.70467554
NPBWR2,0.002224334,0.542747988
PRPF6,0.280831795,6.176417132
PCMTD2,0.012329763,2.030220539
POTED,0.736659832,3.612196088
CHODL,0.001285078,-0.694719959
LIPI,8.83E-09,-1.900171213
TPTE,5.11E-31,-7.403053686
CXADR,0.342891275,0.484079022
NRIP1,0.991172158,-2.664366515
RBM11,2.91E-05,-0.725391923
C21orf91,0.00484582,-0.186258535
JAM2,0.148660697,0.336075756
HSPA13,0.00188637,0.66559615
TMPRSS15,1.29E-18,-2.255119654
USP25,0.990130458,0.698005726
SAMSN1,0.075602358,-0.231809378
MRPL39,0.000718692,-1.325441837
BTG3,0.696545555,1.226207551
ATP5J,0.100188832,-0.03426375
NCAM2,0.922157338,1.275378545
CLDN17,0.000147442,-1.152362517
KRTAP26-1,0.001006633,-0.034353028
CLDN8,0.057634377,-0.656461472
ADAMTS1,0.594872991,0.868766907
GRIK1-AS2,0.395414271,-0.595801986
RWDD2B,0.000174917,0.18791358
N6AMT1,0.009871785,-0.083392319
LTN1,0.83271401,0.899459118
BACH1,0.0141864,-0.713634321
GRIK1,3.21E-05,0.444545894
KRTAP27-1,1.09E-05,-1.159998158
CCT8,0.98279276,0.01066231
KRTAP24-1,9.17E-06,-1.672700715
MAP3K7CL,0.002265389,0.439610884
GABPA,0.973789161,4.146722128
USP16,0.005864863,-0.89208313
CYYR1,0.034426589,-0.765202359
ADAMTS5,0.118850234,2.529605399
APP,0.331710617,1.85116822
KRTAP13-1,0.007112706,0.179617854
KRTAP13-3,0.000682837,-1.50065539
KRTAP20-1,0.023274211,-1.306321773
KRTAP19-4,0.023888003,-0.141171732
KRTAP13-4,0.007741209,-0.84092604
KRTAP6-3,0.532856912,-0.446795361
KRTAP19-5,0.005182713,-0.43992875
KRTAP6-1,0.000321176,-0.066138009
KRTAP19-1,0.041048079,-0.175318726
KRTAP19-3,0.004405843,-0.591901893
KRTAP19-7,0.141234959,-0.703576276
KRTAP15-1,0.00443717,-1.473497713
KRTAP19-6,0.020360822,0.160430923
KRTAP13-2,0.000843088,-0.89758079
KRTAP6-2,0.165055211,-0.383512076
KRTAP19-2,0.126076455,-0.013183359
KRTAP22-1,0.124017871,0.331089836
KRTAP23-1,0.454990924,-0.597133017
SYNJ1,0.214295146,1.67741393
TIAM1,0.999932006,1.788660672
EVA1C,0.325814898,0.809793384
MIS18A,0.051721963,0.376546144
KRTAP11-1,0.00426873,0.194938626
KRTAP8-1,0.020512482,0.477998751
MRAP,0.010638416,-0.540839304
HUNK,0.997271075,2.028075322
KRTAP19-8,0.007486123,-0.018673311
KRTAP21-2,0.250319145,0.229119778
KRTAP21-1,0.485522902,-0.661744427
KRTAP20-2,0.137405133,0.192410097
SCAF4,0.999999693,1.691039089
TCP10L,0.001913614,-0.645336578
SOD1,0.442188724,2.336835952
C21orf59,0.000141358,-0.127524976
MRPS6,0.136243673,-0.730547617
OLIG1,0.119038216,3.406646244
CRYZL1,0.090615676,0.270711179
DNAJC28,2.51E-07,-1.267952645
IL10RB,0.000334787,0.787686779
TMEM50B,0.298982341,0.698913416
IFNAR1,0.00062033,-1.026198825
SON,0.99999991,0.819348183
IFNGR2,0.881281109,1.119837974
SLC5A3,0.84946475,2.184833139
DONSON,4.37E-05,-0.60270744
PAXBP1,0.999970426,2.976636877
GART,0.063056134,-0.6866047
IFNAR2,0.005066026,-1.360059435
C21orf62,0.057627844,0.140659309
ITSN1,0.999999974,3.443771161
OLIG2,0.203764107,3.885458309
ATP5O,0.434076663,-0.414854283
RIPPLY3,2.12E-06,-0.573183022
SMIM11,0.556682788,-0.250490216
CBR1,0.006462202,0.522526567
RCAN1,0.557669158,1.115540204
SETD4,2.55E-12,0.165165725
CLIC6,0.000535224,2.02293857
MORC3,0.999874192,2.594674158
CBR3,8.03E-06,0.183331527
KCNE1,0.004186135,-0.464854953
CLDN14,0.000330687,0.573422761
KCNE2,0.001018406,-0.233530081
DOPEY2,9.61E-08,0.218332754
SIM2,0.178825369,0.923801895
AP000695.1,0.000465245,-1.155224574
CHAF1B,0.536697059,1.559580313
HLCS,0.486548324,-0.388169468
RUNX1,0.449323607,2.484099017
KCNJ6,0.812451385,3.777496113
ETS2,0.99335013,2.252590176
KCNJ15,0.150462039,1.37808012
DSCR4,0.001317005,-0.451988876
PSMG1,0.012974417,0.220745862
DSCR3,0.505918972,1.5355754
WRB,0.059159107,0.747402593
PIGP,0.000394929,-1.453606723
B3GALT5,0.003583967,0.392426367
BRWD1,0.999999462,1.669736022
DYRK1A,0.999584542,3.365608247
LCA5L,1.91E-06,-0.907276918
ERG,0.968344474,2.800072801
IGSF5,2.32E-11,-0.727242913
PCP4,0.075103915,0.270984781
HMGN1,0.425365462,-1.473338346
TTC3,5.39E-20,-1.209876679
SH3BGR,0.000352353,-0.453100952
UMODL1,2.27E-24,-0.904104988
TFF2,0.000144474,0.565429782
PRDM15,0.753744615,2.963796209
TMPRSS2,0.062064328,-0.3264718
ABCG1,0.358875895,2.659166509
BACE2,0.952644809,2.091250696
DSCAM,1,4.351930683
MX2,7.01E-08,0.550290443
MX1,4.50E-09,-0.559614471
C21orf128,0.029621112,0.457735781
RIPK4,0.001206596,2.358065783
ZBTB21,0.986130663,0.16814553
C2CD2,0.060028248,1.251165064
FAM3B,1.18E-06,-0.373390628
UBASH3A,3.97E-07,-0.29684723
TMPRSS3,4.03E-05,-0.475763034
TFF3,0.08568702,0.328870685
SLC37A1,0.028612842,1.522575353
TFF1,0.00630356,-0.481347544
RSPH1,0.00021057,-0.48492554
RRP1B,0.036818435,1.339641001
SIK1,0.993830465,1.14106444
CRYAA,0.521020324,1.045754326
CSTB,0.000132259,-0.106015081
RRP1,0.001850411,-0.173010599
U2AF1,0.98659563,4.809692868
TRAPPC10,0.999998954,1.11528132
C21orf33,0.001172128,-0.779252458
PKNOX1,0.986550844,1.054146675
ICOSLG,0.042548452,1.406926411
AGPAT3,0.994454771,3.313772992
HSF2BP,6.37E-10,-0.792237847
NDUFV3,4.33E-09,-0.657314613
PDXK,0.984648173,1.868600347
PWP2,0.875422848,0.016813514
PDE9A,0.002017364,0.869111887
CBS,0.006772054,1.381048754
WDR4,5.34E-06,-1.887439305
KRTAP10-3,0.065246072,-1.416722978
KRTAP10-8,5.21E-06,-0.710419831
AIRE,1.55E-06,-0.447064507
KRTAP10-7,0.007594055,2.116744967
TSPEAR,1.87E-10,-1.523214338
TRPM2,3.37E-25,-0.405839517
PFKL,3.68E-10,1.783488975
KRTAP10-11,0.000395208,-1.995638942
DNMT3L,1.26E-06,-0.16464112
KRTAP10-2,0.017072106,-0.790186109
KRTAP10-10,2.64E-05,-0.92828291
KRTAP10-5,8.25E-05,-1.314714482
KRTAP10-1,0.106027011,-0.075429922
KRTAP10-9,0.442793927,-1.657218742
KRTAP10-6,1.55E-05,1.643310282
C21orf2,0.013530383,-0.770858064
KRTAP10-4,0.001830723,1.553453758
LRRC3,0.006456948,0.581237936
ADARB1,0.843939347,4.328742787
ITGB2,3.88E-05,1.483091281
COL6A1,0.999994535,0.679094322
POFUT2,0.010840872,1.287604298
FAM207A,0.039581765,0.023410884
PTTG1IP,0.266254067,0.464893808
SUMO3,0.312496155,2.177296385
KRTAP12-2,5.58E-05,0.118272462
KRTAP10-12,0.114715058,0.56643209
KRTAP12-3,0.146058957,0.342905859
UBE2G2,0.247416499,2.056814706
SLC19A1,0.0123881,1.904651897
KRTAP12-4,0.002790687,-1.009418589
PCBP3,0.980315405,1.427962758
COL18A1,1.24E-05,-1.621344821
COL6A2,0.002133757,-0.391535186
KRTAP12-1,0.025197119,1.090397327
YBEY,0.000726358,-0.067563056
MCM3AP,0.83736665,-0.950710893
DIP2A,0.726099074,2.368966366
S100B,0.181611099,0.33615729
PCNT,4.18E-38,-2.006130933
SPATC1L,3.78E-06,0.04606602
LSS,0.000604838,1.09571952
PRMT2,0.751420208,2.108221745
C21orf58,3.74E-09,-0.662488396
FTCD,4.30E-08,-1.143090716
USP18,0.392598705,2.421832973
BID,2.68E-07,0.027080488
PEX26,0.435973302,0.001559844
IL17RA,0.11941793,0.290144393
XKR3,0.00085456,2.204374198
CCT8L2,0.001833343,-0.08703783
MICAL3,0.999997948,0.588154527
SLC25A18,0.011064687,0.227797229
BCL2L13,0.070274402,-0.343330694
CECR5,2.11E-08,0.152989189
TUBA8,0.003227497,0.585643711
CECR1,5.25E-05,-1.319761669
ATP6V1E1,0.882471623,0.99922343
OR11H1,0.769596447,3.855085369
GAB4,6.04E-06,-1.732739611
TSSK2,0.004156529,1.128896318
DGCR2,0.001095938,0.821930103
CLTCL1,1.24E-26,-1.204248202
TBX1,0.983396788,3.411694654
GSC2,0.037186207,0.88631185
CLDN5,0.740519619,3.406598138
SEPT5,0.914631983,3.727305491
DGCR6,7.62E-07,-0.379761972
HIRA,0.999998171,4.0031097
GP1BB,0.101120792,1.018960786
C22orf29,5.81E-06,-0.096280915
SLC25A1,0.633538573,1.87478236
PRODH,4.75E-06,0.790241361
UFD1L,0.997407163,2.741448007
DGCR14,9.98E-06,0.608192819
TXNRD2,1.07E-08,0.320876832
CDC45,0.069104359,1.107765936
MRPL40,0.020081691,-0.46565522
C22orf39,3.69E-07,0.534747697
GNB1L,0.001263452,0.388642242
DGCR6L,0.128574001,0.227630497
PI4KA,0.000804073,5.05086706
ARVCF,8.22E-07,-0.582690522
RANBP1,0.336215104,1.961628967
TRMT2A,1.31E-05,-0.548182208
DGCR8,0.999895838,3.604741045
SERPIND1,2.80E-05,-0.339774208
COMT,0.000846658,0.494826024
ZNF74,0.000355878,2.308840507
KLHL22,0.702611047,2.796051221
AIFM3,1.96E-10,1.370101994
ZDHHC8,0.988991096,2.218420907
RTN4R,0.526443418,1.473401023
