GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue May 16 15:04:47 BST 2017

Gene	Score	Description
SF3B1	SRRM2	0.009657416195460648	Physical interactions	Havugimana-Emili-2012
SF3B1	SRSF1	0.009110715610994932	Physical interactions	Havugimana-Emili-2012
SF3B1	TARDBP	0.02981670225615546	Physical interactions	Havugimana-Emili-2012
SNRNP200	PABPC1	0.01795437396798004	Physical interactions	Havugimana-Emili-2012
SNRNP200	SF3A1	0.008008096346577735	Physical interactions	Havugimana-Emili-2012
SNRNP200	ZBTB10	0.21473920437679161	Physical interactions	Havugimana-Emili-2012
SRRM1	SRRM2	0.05620701180419601	Physical interactions	Havugimana-Emili-2012
SRRM2	EEF1A1	0.006887957892238734	Physical interactions	Havugimana-Emili-2012
SRRM2	SF3A1	0.008517218173845709	Physical interactions	Havugimana-Emili-2012
SRRM2	STAG2	0.08586422360303643	Physical interactions	Havugimana-Emili-2012
SRSF1	DDX17	0.029276107787985357	Physical interactions	Havugimana-Emili-2012
SRSF1	DDX5	0.011724710405381584	Physical interactions	Havugimana-Emili-2012
SRSF1	DHX15	0.009352358255409669	Physical interactions	Havugimana-Emili-2012
SRSF1	EIF4A3	0.013998340687543007	Physical interactions	Havugimana-Emili-2012
SRSF1	HNRNPH3	0.03093800355451393	Physical interactions	Havugimana-Emili-2012
SRSF1	SF3A1	0.008035063898127774	Physical interactions	Havugimana-Emili-2012
SRSF1	SNRNP200	0.01006008598506474	Physical interactions	Havugimana-Emili-2012
SRSF1	SRRM2	0.01069966374084237	Physical interactions	Havugimana-Emili-2012
SRSF1	TMEM43	0.03590100015751932	Physical interactions	Havugimana-Emili-2012
SRSF11	TCERG1	0.037269406825895954	Physical interactions	Havugimana-Emili-2012
SRSF2	HNRNPA2B1	0.028352060594307008	Physical interactions	Havugimana-Emili-2012
SRSF6	SRSF10	0.28619346489051234	Physical interactions	Havugimana-Emili-2012
TCERG1	PSAP	0.06263627547711435	Physical interactions	Havugimana-Emili-2012
TCERG1	SRSF10	0.047668082242128824	Physical interactions	Havugimana-Emili-2012
THUMPD1	RANGRF	0.38017271705042277	Physical interactions	Havugimana-Emili-2012
TOP2B	SNRNP200	0.017473473965485202	Physical interactions	Havugimana-Emili-2012
TRA2A	SF3A1	0.014793029780408591	Physical interactions	Havugimana-Emili-2012
TRA2A	SRSF10	0.026986300632062057	Physical interactions	Havugimana-Emili-2012
TNFAIP3	TRIM5	0.010975563669236323	Physical interactions	Hayes-Urbé-2012
ARGLU1	ZCCHC10	0.1084327796764744	Physical interactions	Hegele-Stelzl-2012 B
DDX17	DDX5	0.08560221499972603	Physical interactions	Hegele-Stelzl-2012 B
DHX15	RBM5	0.1095450662560428	Physical interactions	Hegele-Stelzl-2012 B
HNRNPH3	DDX17	0.07923262335153962	Physical interactions	Hegele-Stelzl-2012 B
HNRNPH3	DDX5	0.05334627552571803	Physical interactions	Hegele-Stelzl-2012 B
HNRNPH3	HNRNPA1	0.14637618262989532	Physical interactions	Hegele-Stelzl-2012 B
HNRNPK	DDX17	0.04682866178497944	Physical interactions	Hegele-Stelzl-2012 B
HNRNPK	DDX5	0.03152911989325727	Physical interactions	Hegele-Stelzl-2012 B
HNRNPK	PABPC1	0.10954864248305261	Physical interactions	Hegele-Stelzl-2012 B
PPIG	ZCCHC10	0.07594127195845765	Physical interactions	Hegele-Stelzl-2012 B
PRPF3	MFAP1	0.05872168749082294	Physical interactions	Hegele-Stelzl-2012 B
PRPF3	RBM39	0.0432631434613204	Physical interactions	Hegele-Stelzl-2012 B
PRPF3	SMNDC1	0.3789435265772407	Physical interactions	Hegele-Stelzl-2012 B
PRPF3	ZCCHC10	0.04304817851237696	Physical interactions	Hegele-Stelzl-2012 B
RBM39	ZCCHC10	0.03444888073385835	Physical interactions	Hegele-Stelzl-2012 B
RBM5	U2SURP	0.11301536610736	Physical interactions	Hegele-Stelzl-2012 B
SF3A2	SF3A1	0.42059916742329734	Physical interactions	Hegele-Stelzl-2012 B
SF3A3	SF3A1	0.2458815571253465	Physical interactions	Hegele-Stelzl-2012 B
SRRM2	SRSF4	0.1228708993154145	Physical interactions	Hegele-Stelzl-2012 B
SRSF1	SRSF10	0.2920966931729379	Physical interactions	Hegele-Stelzl-2012 B
SRSF1	SRSF4	0.11498758103657457	Physical interactions	Hegele-Stelzl-2012 B
SRSF2	SRSF4	0.11982615905261919	Physical interactions	Hegele-Stelzl-2012 B
SRSF4	SRSF10	0.1438710298967014	Physical interactions	Hegele-Stelzl-2012 B
TRA2A	DHX15	0.27202480487513636	Physical interactions	Hegele-Stelzl-2012 B
TRA2A	U2SURP	0.28064234655294534	Physical interactions	Hegele-Stelzl-2012 B
DHX15	SF3A1	0.030944957919940626	Physical interactions	Hutchins-Peters-2010
PDS5A	HNRNPK	0.05373670010903501	Physical interactions	Hutchins-Peters-2010
PDS5A	RAD21	0.028973011542419738	Physical interactions	Hutchins-Peters-2010
PDS5A	STAG2	0.01779040475511473	Physical interactions	Hutchins-Peters-2010
RAD21	STAG2	0.028602682996279216	Physical interactions	Hutchins-Peters-2010
RBM39	SF3A1	0.08451132742902406	Physical interactions	Hutchins-Peters-2010
SF3A1	U2SURP	0.08451132742902406	Physical interactions	Hutchins-Peters-2010
SF3A2	SF3A1	0.08451132742902406	Physical interactions	Hutchins-Peters-2010
SF3A3	SF3A1	0.08451132742902406	Physical interactions	Hutchins-Peters-2010
SF3B1	SF3A1	0.08451132742902406	Physical interactions	Hutchins-Peters-2010
STAG1	RAD21	0.1440454891181489	Physical interactions	Hutchins-Peters-2010
HNRNPK	TCERG1	0.006665514426534882	Physical interactions	Ingham-Pawson-2005
SF3B1	TCERG1	0.008511844715085632	Physical interactions	Ingham-Pawson-2005
TCERG1	ABI1	0.005698651940591845	Physical interactions	Ingham-Pawson-2005
TCERG1	CPSF6	0.005032716638957299	Physical interactions	Ingham-Pawson-2005
TCERG1	NUDT21	0.009395809064832849	Physical interactions	Ingham-Pawson-2005
TCERG1	SF3A1	0.00718807526457221	Physical interactions	Ingham-Pawson-2005
TCERG1	SF3A2	0.010366213812584225	Physical interactions	Ingham-Pawson-2005
TCERG1	SF3A3	0.010366213812584225	Physical interactions	Ingham-Pawson-2005
B2M	HLA-B	0.06813411548485614	Physical interactions	IREF-BIND
CDH11	ATF7IP	0.06304464352344337	Physical interactions	IREF-BIND
CRK	ABL1	0.01741938238503326	Physical interactions	IREF-BIND
CRK	ERBB4	0.01944730599238827	Physical interactions	IREF-BIND
DDX17	DDX5	0.239236780516728	Physical interactions	IREF-BIND
DDX17	PCNA	0.0279587963029497	Physical interactions	IREF-BIND
DMTF1	ATF7IP	0.06304464352344337	Physical interactions	IREF-BIND
EP300	MAML1	0.037216001201952606	Physical interactions	IREF-BIND
EP300	TCF12	0.03722456431670433	Physical interactions	IREF-BIND
FHL1	RBPJ	0.13445881424011963	Physical interactions	IREF-BIND
HLA-B	ATF7IP	0.02681233558976556	Physical interactions	IREF-BIND
HNRNPK	PIK3R1	0.018436424288659728	Physical interactions	IREF-BIND
NBN	ATM	0.029511335973500908	Physical interactions	IREF-BIND
NR3C1	HNRNPA1	0.06869798676115117	Physical interactions	IREF-BIND
PIK3R1	ABL1	0.015653816120937403	Physical interactions	IREF-BIND
RAPGEF4	RAP1A	0.16477269919952453	Physical interactions	IREF-BIND
RASA1	ABL1	0.013993158934890452	Physical interactions	IREF-BIND
SF3A2	SF3A1	0.20694201993057149	Physical interactions	IREF-BIND
SF3A3	SF3A1	0.2724342725240966	Physical interactions	IREF-BIND
SNAPC1	SNAPC3	0.31215390894041534	Physical interactions	IREF-BIND
SRRM2	PNN	0.2918108973221773	Physical interactions	IREF-BIND
SRSF4	PNN	0.19231997721966537	Physical interactions	IREF-BIND
TCERG1	CPSF6	0.05579879577222955	Physical interactions	IREF-BIND
TNFAIP3	LAPTM5	0.02661140821862681	Physical interactions	IREF-BIND
TRA2A	SRSF10	0.25914962668677466	Physical interactions	IREF-BIND
UPF2	UPF3B	0.029503062300765662	Physical interactions	IREF-BIND
UPF3A	IFITM2	0.3228448484845444	Physical interactions	IREF-BIND
WWP1	LAPTM5	0.07527225257774833	Physical interactions	IREF-BIND
ATXN2	TARDBP	0.7359164317266788	Physical interactions	IREF-DIP
B2M	HLA-B	0.29407085523726306	Physical interactions	IREF-DIP
CNOT2	CNOT1	0.10156760222702528	Physical interactions	IREF-DIP
COL3A1	SPARC	0.5416198106935337	Physical interactions	IREF-DIP
CRK	ABL1	0.3030515859272334	Physical interactions	IREF-DIP
DDX5	SMAD5	0.2915512851913707	Physical interactions	IREF-DIP
EIF4A3	HNRNPA1	0.18600503180869601	Physical interactions	IREF-DIP
EIF4A3	MAGOH	0.07930009670397262	Physical interactions	IREF-DIP
EIF4A3	UPF3B	0.07493362228014251	Physical interactions	IREF-DIP
EPS8	ABI1	0.2879282533116371	Physical interactions	IREF-DIP
HIF1A	EP300	0.0569600679957876	Physical interactions	IREF-DIP
KDM6A	NCOA6	0.07656170158641551	Physical interactions	IREF-DIP
MAGOH	UPF3B	0.11616878845448016	Physical interactions	IREF-DIP
MAML1	RBPJ	0.4991560134203636	Physical interactions	IREF-DIP
NR3C1	CRY1	0.35652450314479844	Physical interactions	IREF-DIP
NUDT21	CPSF6	0.765966095041695	Physical interactions	IREF-DIP
PAXIP1	NCOA6	0.2924835630890118	Physical interactions	IREF-DIP
POT1	TPP1	0.1761606086506502	Physical interactions	IREF-DIP
RAD21	STAG2	0.3829830475208475	Physical interactions	IREF-DIP
RAPGEF4	RAP1B	0.765966095041695	Physical interactions	IREF-DIP
REL	PAPOLA	0.39180827681417907	Physical interactions	IREF-DIP
SF3A3	SF3A1	0.765966095041695	Physical interactions	IREF-DIP
SRSF1	EIF4A3	0.18600503180869601	Physical interactions	IREF-DIP
STAG1	RAD21	0.3829830475208475	Physical interactions	IREF-DIP
SYK	LYN	0.20320049129996764	Physical interactions	IREF-DIP
UPF2	UPF3A	0.4120154230731194	Physical interactions	IREF-DIP
UPF2	UPF3B	0.18414606876769682	Physical interactions	IREF-DIP
UPF3A	UPF3B	0.24560854365085466	Physical interactions	IREF-DIP
ABL1	ABI1	0.002164095080895806	Physical interactions	IREF-HPRD
ABL1	ATM	0.0013436352292231085	Physical interactions	IREF-HPRD
ABL1	MAP4K5	0.006352564371651313	Physical interactions	IREF-HPRD
ABL1	SORBS1	0.0026541424044416203	Physical interactions	IREF-HPRD
ATRX	NEK1	0.013522795673150907	Physical interactions	IREF-HPRD
ATXN2	PABPC1	0.004788208473715633	Physical interactions	IREF-HPRD
CNOT2	CNOT1	0.046836632531548544	Physical interactions	IREF-HPRD
COL3A1	SPARC	0.014245724025284094	Physical interactions	IREF-HPRD
CPSF6	GIN1	0.07938672377165133	Physical interactions	IREF-HPRD
CRK	ABL1	9.952766626679288E-4	Physical interactions	IREF-HPRD
CRK	ERBB4	0.0023074621382616497	Physical interactions	IREF-HPRD
CRK	MAP4K5	0.009348064417615149	Physical interactions	IREF-HPRD
CRK	PIK3R1	8.807694747328848E-4	Physical interactions	IREF-HPRD
CTBP2	PNN	0.0049064720066923015	Physical interactions	IREF-HPRD
DDX17	DDX5	0.022917252177257173	Physical interactions	IREF-HPRD
DDX17	SREK1	0.005407451781712541	Physical interactions	IREF-HPRD
DMTF1	ATF7IP	0.008417083723118203	Physical interactions	IREF-HPRD
EEF1A1	RAB27A	0.0014670515681536103	Physical interactions	IREF-HPRD
EEF1A1	ZCCHC10	0.004215760944041096	Physical interactions	IREF-HPRD
EIF4A3	MAGOH	0.025429074590710025	Physical interactions	IREF-HPRD
ELF1	REL	0.018159878311260536	Physical interactions	IREF-HPRD
EP300	ABL1	3.494293554134852E-4	Physical interactions	IREF-HPRD
EP300	AHR	0.0011222264223502137	Physical interactions	IREF-HPRD
EP300	CTBP2	7.867381770232506E-4	Physical interactions	IREF-HPRD
EP300	MAML1	0.0024543506992772465	Physical interactions	IREF-HPRD
EP300	NBN	0.001345777328312933	Physical interactions	IREF-HPRD
EP300	NCOA6	7.658078728010739E-4	Physical interactions	IREF-HPRD
EP300	PCNA	3.73212241452115E-4	Physical interactions	IREF-HPRD
EP300	TCF12	0.0011907867020368344	Physical interactions	IREF-HPRD
EP300	TWIST1	0.0028812996489241665	Physical interactions	IREF-HPRD
EPS8	ABI1	0.006023923469704908	Physical interactions	IREF-HPRD
ERBB4	ADAM17	0.007177956562890296	Physical interactions	IREF-HPRD
FHL1	RBPJ	0.016123482724728456	Physical interactions	IREF-HPRD
HIF1A	EP300	5.730682989674486E-4	Physical interactions	IREF-HPRD
HLA-B	ATF7IP	0.0036929919396698953	Physical interactions	IREF-HPRD
HNRNPK	DIDO1	0.014436490611153884	Physical interactions	IREF-HPRD
HNRNPK	LYN	0.0013156187182065675	Physical interactions	IREF-HPRD
HNRNPK	SREK1	0.0019963602312273415	Physical interactions	IREF-HPRD
LYN	HCLS1	0.0025949054695278747	Physical interactions	IREF-HPRD
MAML1	RBPJ	0.01884004452618083	Physical interactions	IREF-HPRD
MATR3	HNRNPK	0.01784320635073758	Physical interactions	IREF-HPRD
NBN	ATM	0.005174819820557586	Physical interactions	IREF-HPRD
NR3C1	MED14	0.004810549762818117	Physical interactions	IREF-HPRD
NR3C1	NCOA6	0.0016595497089483043	Physical interactions	IREF-HPRD
NUDT21	CPSF6	0.012757064665657925	Physical interactions	IREF-HPRD
NUDT21	CPSF7	0.020535697989510528	Physical interactions	IREF-HPRD
OGT	TRAK1	0.049510420278686004	Physical interactions	IREF-HPRD
PAN2	PABPC1	0.017790384987701482	Physical interactions	IREF-HPRD
PIK3R1	ABL1	5.985351087638079E-4	Physical interactions	IREF-HPRD
PNISR	PNN	0.06482390115359161	Physical interactions	IREF-HPRD
PNN	PRPF4B	0.018063695380779454	Physical interactions	IREF-HPRD
PPIG	PNN	0.029741077752814805	Physical interactions	IREF-HPRD
PPP1CB	PPP1R12B	0.06956850941989413	Physical interactions	IREF-HPRD
PPP4C	PPP4R2	0.06121178939368657	Physical interactions	IREF-HPRD
PPP4C	REL	0.007562959994740902	Physical interactions	IREF-HPRD
PRPS2	PRPSAP1	0.1109802149313139	Physical interactions	IREF-HPRD
RAD21	STAG2	0.051702718969100205	Physical interactions	IREF-HPRD
RAP1A	KRIT1	0.022553663777753797	Physical interactions	IREF-HPRD
RASA1	ABL1	0.00102271109773221	Physical interactions	IREF-HPRD
RASA1	LYN	9.60545460512797E-4	Physical interactions	IREF-HPRD
RASA1	PIK3R1	9.050475908427331E-4	Physical interactions	IREF-HPRD
RASA1	RAP1A	0.002083246332487565	Physical interactions	IREF-HPRD
RASA1	WWP1	0.003142910725012105	Physical interactions	IREF-HPRD
RBM39	NCOA6	0.015071629247765455	Physical interactions	IREF-HPRD
RIT1	IFRD1	0.060134368966029215	Physical interactions	IREF-HPRD
RLF	RIT1	0.03036712840741858	Physical interactions	IREF-HPRD
SAT1	CCDC90B	0.0022745526141155215	Physical interactions	IREF-HPRD
SF3A2	SF3A1	0.04459141237444118	Physical interactions	IREF-HPRD
SF3A3	SF3A1	0.046681271655808765	Physical interactions	IREF-HPRD
SF3B1	SMAD5	0.005803810424232072	Physical interactions	IREF-HPRD
SF3B1	TCERG1	0.008592002350853901	Physical interactions	IREF-HPRD
SMG1	UPF2	0.010617604022222652	Physical interactions	IREF-HPRD
SMG1	UPF3A	0.026382728763528533	Physical interactions	IREF-HPRD
SNAPC1	SNAPC3	0.10830755215860803	Physical interactions	IREF-HPRD
SNRNP200	SMNDC1	0.10060832248557881	Physical interactions	IREF-HPRD
SPEN	RBPJ	0.011325346411239492	Physical interactions	IREF-HPRD
SREK1	HNRNPA1	0.004132011126107518	Physical interactions	IREF-HPRD
SREK1	HNRNPA2B1	0.00755309084669507	Physical interactions	IREF-HPRD
SREK1	PABPC1	0.0020567699579445774	Physical interactions	IREF-HPRD
SREK1	SF3A3	0.008027310471180242	Physical interactions	IREF-HPRD
SREK1	SRSF10	0.007664323289474261	Physical interactions	IREF-HPRD
SREK1	SRSF4	0.0051564299445605736	Physical interactions	IREF-HPRD
SRRM1	SRRM2	0.07558883392478609	Physical interactions	IREF-HPRD
SRRM2	PNN	0.02745656214347497	Physical interactions	IREF-HPRD
SRSF1	CDK12	0.020122212683809124	Physical interactions	IREF-HPRD
SRSF1	DIDO1	0.015856486012305777	Physical interactions	IREF-HPRD
SRSF1	LUC7L3	0.019721708677348588	Physical interactions	IREF-HPRD
SRSF1	PRPF4B	0.012753182073816673	Physical interactions	IREF-HPRD
SRSF1	SCAF11	0.010508742486892255	Physical interactions	IREF-HPRD
SRSF1	SREK1	0.002192725620594423	Physical interactions	IREF-HPRD
SRSF1	SRSF11	0.012392111757972158	Physical interactions	IREF-HPRD
SRSF1	TCERG1	0.003986346302506589	Physical interactions	IREF-HPRD
SRSF2	CCNL1	0.034982581505344446	Physical interactions	IREF-HPRD
SRSF2	CDK12	0.02628524210208541	Physical interactions	IREF-HPRD
SRSF2	SCAF11	0.013727359879750595	Physical interactions	IREF-HPRD
SRSF2	SREK1	0.0028643133096186934	Physical interactions	IREF-HPRD
SRSF2	SRSF11	0.016187565749182547	Physical interactions	IREF-HPRD
SRSF4	PNN	0.01165742360955614	Physical interactions	IREF-HPRD
SRSF4	SCAF11	0.024712437276738275	Physical interactions	IREF-HPRD
SRSF6	SREK1	0.007663763781533971	Physical interactions	IREF-HPRD
SRSF6	SRSF4	0.02876552948014748	Physical interactions	IREF-HPRD
STAG1	RAD21	0.03631340719055969	Physical interactions	IREF-HPRD
STAG1	STAG2	0.09047783239223738	Physical interactions	IREF-HPRD
SYK	HCLS1	0.0037358050224939664	Physical interactions	IREF-HPRD
SYK	LYN	8.5894173824599E-4	Physical interactions	IREF-HPRD
SYK	PIK3R1	8.093143819994933E-4	Physical interactions	IREF-HPRD
SYK	RASA1	0.0013828675208148284	Physical interactions	IREF-HPRD
TBC1D4	RBM12	0.03517529534568588	Physical interactions	IREF-HPRD
TCERG1	SF3A1	0.014523864419814672	Physical interactions	IREF-HPRD
TCERG1	SF3A3	0.014593544907092075	Physical interactions	IREF-HPRD
TNFAIP3	LAPTM5	0.006501899960604919	Physical interactions	IREF-HPRD
TRA2A	SRSF10	0.12366510247681921	Physical interactions	IREF-HPRD
UNC13B	STX2	0.019673991409111777	Physical interactions	IREF-HPRD
UPF2	UPF3B	0.008317634910825903	Physical interactions	IREF-HPRD
UPF3A	IFITM2	0.04946416762228863	Physical interactions	IREF-HPRD
VCAN	ADAMTS1	0.018873682930079846	Physical interactions	IREF-HPRD
WWP1	CPSF6	0.008523676242222162	Physical interactions	IREF-HPRD
WWP1	DIDO1	0.021421346027886787	Physical interactions	IREF-HPRD
WWP1	LAPTM5	0.005313857245792292	Physical interactions	IREF-HPRD
WWP1	SMAD5	0.0036377564696901464	Physical interactions	IREF-HPRD
YWHAE	ABL1	8.762324105445445E-4	Physical interactions	IREF-HPRD
YWHAE	PAPOLA	0.008606160463920194	Physical interactions	IREF-HPRD
YWHAE	TNFAIP3	0.003294798063437802	Physical interactions	IREF-HPRD
ZMYM2	HNRNPA2B1	0.026310613612306473	Physical interactions	IREF-HPRD
ZMYM2	HNRNPH3	0.016222285034235645	Physical interactions	IREF-HPRD
ZNF638	WWP1	0.01321351231588632	Physical interactions	IREF-HPRD
ATRX	NEK1	0.20095881223357032	Physical interactions	IREF-INNATEDB
ELF1	LYN	0.00946088104343879	Physical interactions	IREF-INNATEDB
EP300	ATM	0.0052167851974212675	Physical interactions	IREF-INNATEDB
HIF1A	EP300	0.004348093741822717	Physical interactions	IREF-INNATEDB
LYN	HCLS1	0.12279229805624295	Physical interactions	IREF-INNATEDB
NBN	ATM	0.1437876156113132	Physical interactions	IREF-INNATEDB
PIK3R1	CBLB	0.07715341790115786	Physical interactions	IREF-INNATEDB
SYK	LYN	0.0070081605891623286	Physical interactions	IREF-INNATEDB
SYK	PIK3R1	0.0092553818092753	Physical interactions	IREF-INNATEDB
WWP1	CPSF6	0.46362126370738005	Physical interactions	IREF-INNATEDB
YWHAE	DDX21	0.0985355973695081	Physical interactions	IREF-INNATEDB
YWHAE	EIF3E	0.024690633631946894	Physical interactions	IREF-INNATEDB
YWHAE	MAP3K7	0.0050982393061026815	Physical interactions	IREF-INNATEDB
YWHAE	PRPSAP1	0.0985355973695081	Physical interactions	IREF-INNATEDB
ABI1	CBLB	0.0034213299297190343	Physical interactions	IREF-INTACT
ABI1	SORBS1	0.0026799767342354564	Physical interactions	IREF-INTACT
ABL1	ABI1	4.325254232741304E-4	Physical interactions	IREF-INTACT
ABL1	ATM	8.769267119813756E-4	Physical interactions	IREF-INTACT
ABL1	ERBB4	8.946011119156529E-4	Physical interactions	IREF-INTACT
ABL1	FLNC	8.052941675257256E-4	Physical interactions	IREF-INTACT
ABL1	LRBA	0.0035705783604106874	Physical interactions	IREF-INTACT
ABL1	MED14	0.006197463020201857	Physical interactions	IREF-INTACT
ABL1	SORBS1	9.383419634010931E-4	Physical interactions	IREF-INTACT
ABL1	TGOLN2	0.0010395651720699983	Physical interactions	IREF-INTACT
AKR1B1	HLA-B	0.001069370134085719	Physical interactions	IREF-INTACT
ARGLU1	SF3A2	0.0050334130854878915	Physical interactions	IREF-INTACT
ARGLU1	ZCCHC10	0.017602708408775213	Physical interactions	IREF-INTACT
ATRX	NEK1	0.013428903107125726	Physical interactions	IREF-INTACT
ATXN2	PABPC1	0.0035236520250476974	Physical interactions	IREF-INTACT
B2M	HLA-B	9.332614755763188E-4	Physical interactions	IREF-INTACT
CDH11	ATF7IP	0.018565626125341274	Physical interactions	IREF-INTACT
CNOT2	CNOT1	0.008010220751933774	Physical interactions	IREF-INTACT
CPSF6	GIN1	0.06774854132123555	Physical interactions	IREF-INTACT
CRK	ABI1	5.081853584814736E-4	Physical interactions	IREF-INTACT
CRK	ABL1	1.779312624416368E-4	Physical interactions	IREF-INTACT
